,Gender,UG Specialization (Major),Interests,Skills,Average CGPA/Percentage,Certification Courses,Certification Course Title,Working Status,Mapped Category
171,0,mechanical engineering,software job,diploma in visual effects,73.15,1,diploma in visual effects,1,Technology & Data Science
172,1,civil engineering,technology,"civil criminal law, communication skills, sales",74.67,0,no,0,Technology & Data Science
173,0,mechanical engineering,software job,no,73.15,0,no,1,Technology & Data Science
174,0,automobile engineering,technology,"python, java, sql, oracle, programming, team work, linux, problem solving skills, subject knowledge",83.6,1,practical ethical hacking,1,Technology & Data Science
175,0,mechanical engineering,govt job,communication skills,71.82,1,ntd,1,Career & Professional Development
176,0,mathematics,web development,"programming language skills,leadership",65.55,0,no,0,Technology & Data Science
177,0,mechanical ,technology,designing skills,68.4,0,no,1,Technology & Data Science
178,0,business administration,entrepreneurship,"business knowledge, people management, negotiation skills, work under pressure, leadership, creativity skills, logical skills, interpersonal skills, problem solving skills",87.4,0,no,0,Business & Entrepreneurship
179,0,computer science engineering,"technology,trading,understand human behaviour,design","critical thinking,artistic creative skills,leadership,product knowledge,problem solving skills,designing skills",61.75,1,ux design,1,Technology & Data Science
180,0,human resources ,"financial analysis,research,technology,understand human behaviour,data analytics,game industry","accounting skills,business knowledge,people management,communication skills,product knowledge,data visualization skills power bi tableau ,sql,hr,good communication skills",50.64,0,no,0,Technology & Data Science
181,1,computer science engineering,"take risk for profits, teaching, technology","accounting skills, business knowledge, programming, people management, leadership, creativity skills, team work, excel, presentation skills, problem solving skills, reporting",58.0,1,c programming,0,Technology & Data Science
182,1,computers science,"research,technology,web designing,content writing,digital marketing","active listening,programming language skills,critical thinking,gathering information,artistic creative skills,communication skills,problem solving skills,designing skills,writing skills,c ,presentation skills,linux,artificial intelligence,sql,content creation,java,cloud computing",76.89,1,"mta networking, cisco networking, mta dbms, hubspot content marketing, alison content strategy, google adwords etc.",1,Media & Communication
183,0,statistics ,"financial analysis,research,sales marketing,technology,trading,understand human behaviour,understand human body,supply chain analysis,web designing,content writing,data analytics,data scientist,web development,market reserach,social media marketing,gardening,social causes","accounting skills,active listening,programming language skills,critical thinking,gathering information,analytical skills,finance related skills,civil criminal law,communication skills,problem solving skills,risk management skills,designing skills,data visualization skills power bi tableau ,machine learning skills,sales,social media marketing,interpersonal skills,presentation skills,r,python,sql,content creation,java,cloud computing,architecture",66.0,1,data science using python and r,1,Business & Entrepreneurship
184,0,mca,"technology,web designing,data analytics,data scientist,web development,all fields related to data science ,machine learning","programming language skills,python,sql,java,aws,javascript",74.29,0,no,1,Technology & Data Science
185,0,mechanical engineering,oil and gas,"critical thinking,people management,communication skills,negotiation skills,client management,refinery operations",80.75,1,reliability engineering,1,Technical & Engineering Fields
186,0,civil engineering,"take risk for profits, trading, understand human behaviour","analytic thinking, people management, creativity skills, excel, reading",76.0,1,pgdacm,1,Business & Entrepreneurship
187,0,mathematics,home interior design,"programming language skills,critical thinking,editing",63.65,1,solid works,0,Creative Arts & Entertainment
188,1,computer applications,"technology,data analytics","accounting skills,active listening,communication skills,problem solving skills,writing skills,interpersonal skills",80.0,0,no,1,Technology & Data Science
189,0,automobile engineering,"technology,sports industry","gathering information,people management,communication skills,product knowledge,problem solving skills,java,client management,good communication skills",67.45,0,diploma in business and management,1,Technology & Data Science
190,0,microbiology,research,"protein expression ,protein purification, molecular biology, biochemistry, protein chemistry ,western blotting ,cell culture, cell biology, bioinformatics, polymerase chain reaction pcr ,molecular cloning, microscopy, chromatography, enzyme kinetics, biophysics electron microscopy, cryo em,x ray crystallography, static light scattering,chromatrography",84.26,1,protein expression;polymerase chain reaction (pcr),1,Career & Professional Development
191,1,computer science engineering,"technology,web designing,data analytics","communication skills,writing skills,c ,python,sql,java",79.0,0,no,1,Technology & Data Science
192,1,computer science ,web development,"programming language skills,problem solving skills",87.68,0,no,1,Technology & Data Science
193,0,general,"understand human behaviour,understand human body,govt job,industires","active listening,hardware skills,communication skills,negotiation skills",72.0,0,no,1,Technical & Engineering Fields
194,1,computer science engineering,web designing,"critical thinking,finance related skills,people management,communication skills,leadership,designing skills,social media marketing",80.66,0,no,0,Creative & Design
